,name,symbol,slug,num_market_pairs,is_active,cmc_rank,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.last_updated
22,Ethereum,ETH,ethereum,5589,1,2,2021-08-16T21:14:02.000Z,3159.9890846805306,23655770473.17118,0.10308357,-3.2551039,3.32346505,66.22143085,35.26689948,-8.52533365,2021-08-16 21:14:02+00:00
23,Cardano,ADA,cardano,289,1,4,2021-08-16T21:13:08.000Z,2.10195896032444,4655755797.355728,1.07731839,-3.55606134,44.33895224,77.5738795,43.6353103,4.15004996,2021-08-16 21:13:08+00:00
24,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-16T21:19:02.000Z,45953.13026547052,33215239744.67213,0.38734246,-1.9662727,1.8974938,44.61171331,22.28677288,6.04799941,2021-08-16 21:19:02+00:00
25,Litecoin,LTC,litecoin,713,1,14,2021-08-16T21:19:02.000Z,179.12690195912506,2505831467.3532352,0.5333096,-2.57978229,9.41786332,47.30359565,9.21724944,-39.47222628,2021-08-16 21:19:02+00:00
26,Dogecoin,DOGE,dogecoin,382,1,7,2021-08-16T21:19:03.000Z,0.32034302103859,7817276841.603888,1.38311122,-2.26968746,29.70252478,65.76048275,5.05828502,-33.13692185,2021-08-16 21:19:03+00:00
27,Monero,XMR,monero,161,1,29,2021-08-16T21:19:04.000Z,270.62825090480567,237511452.7724265,0.6494416,0.00439293,2.60474373,36.7137163,-0.64442074,-21.08484599,2021-08-16 21:19:04+00:00
28,Ethereum,ETH,ethereum,5589,1,2,2021-08-16T21:19:02.000Z,3155.2601381292543,23598394117.135902,-0.01648136,-3.62634416,3.62281364,65.85051299,35.10270872,-8.71958268,2021-08-16 21:19:02+00:00
29,Cardano,ADA,cardano,289,1,4,2021-08-16T21:18:09.000Z,2.08401584962423,4641306761.652077,0.34966648,-4.74469167,43.45062558,75.8369941,42.3861925,3.19947069,2021-08-16 21:18:09+00:00
30,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T21:24:02.000Z,45964.24801192486,33218387443.616547,0.57751485,-1.73566312,1.81831039,44.5593019,22.08460485,6.61971905,2021-08-16 21:24:02+00:00
31,Litecoin,LTC,litecoin,714,1,14,2021-08-16T21:24:02.000Z,179.2614106445705,2509160999.822264,0.78372389,-2.54589229,9.90209535,47.28177577,8.6456998,-39.38139364,2021-08-16 21:24:02+00:00
32,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T21:24:03.000Z,0.32011241201594,7822344430.249049,2.67890582,-2.1230292,29.1545416,66.7321145,4.66164812,-32.98487146,2021-08-16 21:24:03+00:00
33,Monero,XMR,monero,161,1,29,2021-08-16T21:24:04.000Z,270.1558484926004,237330311.75495428,0.8947579,-0.03110619,2.3314181,36.10670607,-1.00846313,-20.80067216,2021-08-16 21:24:04+00:00
34,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T21:24:02.000Z,3163.560957612877,23650359276.84112,0.68933669,-3.40050235,3.73851232,66.06817331,35.20614746,-7.91285347,2021-08-16 21:24:02+00:00
35,Cardano,ADA,cardano,289,1,4,2021-08-16T21:23:08.000Z,2.08446895774151,4647108137.721386,1.35607436,-4.78779409,43.32951948,75.80894369,42.08164734,3.80337338,2021-08-16 21:23:08+00:00
36,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T21:29:02.000Z,45994.5316294501,33217761497.10097,0.43713663,-1.61711707,1.67867145,44.63707381,21.96711343,6.2807711,2021-08-16 21:29:02+00:00
37,Litecoin,LTC,litecoin,714,1,14,2021-08-16T21:29:02.000Z,179.11503713755764,2506456214.548044,0.3641177,-2.65488694,9.32410931,47.19025578,8.54824105,-39.78998246,2021-08-16 21:29:02+00:00
38,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T21:29:03.000Z,0.32030207740133,7788936575.175928,1.11589522,-2.96747301,28.4980682,67.38254066,4.57829211,-33.08276582,2021-08-16 21:29:03+00:00
39,Monero,XMR,monero,161,1,29,2021-08-16T21:29:04.000Z,270.7957250505482,237671331.56351265,0.84632776,0.08399563,2.24719844,36.53431102,-0.9440479,-20.98201516,2021-08-16 21:29:04+00:00
40,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T21:29:02.000Z,3164.176859940637,23614225961.70527,0.3336351,-3.13589672,3.35705296,66.03837906,34.98388042,-8.13637766,2021-08-16 21:29:02+00:00
41,Cardano,ADA,cardano,289,1,4,2021-08-16T21:28:08.000Z,2.0826806770131,4638466029.807516,1.17119483,-4.51415106,43.12690158,75.3211207,41.62689519,3.21153813,2021-08-16 21:28:08+00:00
42,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T21:34:02.000Z,46176.60756001848,33431617824.84086,0.56896979,-1.21189302,1.77197399,45.12833158,22.59461673,7.0624408,2021-08-16 21:34:02+00:00
43,Litecoin,LTC,litecoin,714,1,14,2021-08-16T21:34:02.000Z,180.2906499030859,2518453532.6540256,0.43325261,-1.60746552,9.5921758,48.29613739,9.362975,-39.2506409,2021-08-16 21:34:02+00:00
44,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T21:34:03.000Z,0.32392641834425,7834683224.096547,0.90785728,-1.15383119,29.0314936,68.77451447,5.97079002,-32.26292042,2021-08-16 21:34:03+00:00
45,Monero,XMR,monero,161,1,29,2021-08-16T21:34:04.000Z,272.4574664065322,238133970.81293687,0.87057106,0.95189022,2.6484987,37.17229416,-0.19702377,-20.48449959,2021-08-16 21:34:04+00:00
46,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T21:34:02.000Z,3182.275941797555,23729122740.768745,0.63807383,-2.49472521,3.53738221,66.57658448,36.02895276,-7.21220113,2021-08-16 21:34:02+00:00
47,Cardano,ADA,cardano,289,1,4,2021-08-16T21:33:08.000Z,2.09939177670088,4626445763.170162,1.24248602,-3.29048323,43.58393958,77.03087989,42.93497646,4.45624843,2021-08-16 21:33:08+00:00
48,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T21:39:02.000Z,46206.10597394721,33447084963.29467,0.8223085,-0.94704149,1.12745519,45.19634742,22.53203648,7.11062305,2021-08-16 21:39:02+00:00
49,Litecoin,LTC,litecoin,714,1,14,2021-08-16T21:39:02.000Z,180.8748688750184,2517869990.2451453,1.08637977,-0.81335154,9.08889484,48.67416023,9.73290218,-39.02433586,2021-08-16 21:39:02+00:00
50,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T21:39:03.000Z,0.32470951402211,7829756117.627045,1.57010986,-0.51765273,28.69319955,69.53770849,6.19427926,-32.28069847,2021-08-16 21:39:03+00:00
51,Monero,XMR,monero,161,1,29,2021-08-16T21:39:04.000Z,272.87769402719783,237958948.49207368,1.23247495,1.57691674,2.50158569,37.42735948,-0.06845014,-20.59573964,2021-08-16 21:39:04+00:00
52,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T21:39:02.000Z,3187.575193253423,23753600231.44516,1.14193803,-2.20539509,2.91724341,66.74023945,36.26833901,-7.09946138,2021-08-16 21:39:02+00:00
53,Cardano,ADA,cardano,289,1,4,2021-08-16T21:38:07.000Z,2.10277120934593,4610043165.404106,1.68958927,-2.63943467,43.17219144,77.0337927,43.10877565,4.58877877,2021-08-16 21:38:07+00:00
54,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T21:44:02.000Z,46219.48430846574,33478411529.376022,0.82369589,-1.28155415,0.72471531,45.31467174,22.33378012,7.42248527,2021-08-16 21:44:02+00:00
55,Litecoin,LTC,litecoin,714,1,14,2021-08-16T21:44:02.000Z,181.2430296528977,2520465185.619,1.52041037,-1.05104569,8.77428136,49.20341751,9.84145848,-38.44859498,2021-08-16 21:44:02+00:00
56,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T21:44:03.000Z,0.32723545178653,7861139939.36636,1.85707331,-0.17090662,29.18981697,72.28703084,7.04931503,-31.46219983,2021-08-16 21:44:03+00:00
57,Monero,XMR,monero,161,1,29,2021-08-16T21:44:04.000Z,273.9170070030252,237552469.727317,1.55726785,1.62735588,2.77433226,38.43396047,0.24945316,-19.55456051,2021-08-16 21:44:04+00:00
58,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T21:44:02.000Z,3193.298658334926,23802516862.133625,1.27723837,-2.26192952,2.85233439,66.94242012,36.2684025,-6.5845817,2021-08-16 21:44:02+00:00
59,Cardano,ADA,cardano,289,1,4,2021-08-16T21:43:08.000Z,2.11076385513772,4617637563.843916,2.20957583,-2.68881537,43.36327611,77.75797386,43.6694174,5.1873643,2021-08-16 21:43:08+00:00
60,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T21:49:02.000Z,46129.20579357395,33416099043.949085,0.62540344,-1.81477886,0.7442468,45.12212426,21.99735521,7.39404263,2021-08-16 21:49:02+00:00
61,Litecoin,LTC,litecoin,714,1,14,2021-08-16T21:49:02.000Z,180.7484965675531,2517282222.5319963,1.18689142,-1.64075824,8.76888367,49.03342239,9.52343239,-38.53382758,2021-08-16 21:49:02+00:00
62,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T21:49:03.000Z,0.32543015864306,7825241381.622437,1.23025273,-1.29038706,28.98841111,71.15715936,6.33807428,-31.4364187,2021-08-16 21:49:03+00:00
63,Monero,XMR,monero,161,1,29,2021-08-16T21:49:04.000Z,272.9341560702542,237169213.66916487,0.94348578,1.1240895,2.49735354,37.80510537,-0.18854667,-19.3764877,2021-08-16 21:49:04+00:00
64,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T21:49:02.000Z,3187.1600745437954,23815520293.99232,1.12013112,-2.62300694,2.82623891,66.7034606,35.84992186,-6.26528659,2021-08-16 21:49:02+00:00
65,Cardano,ADA,cardano,289,1,4,2021-08-16T21:48:07.000Z,2.10821387941094,4617582226.943012,1.55448576,-3.22919506,43.72253072,77.7055023,43.37681566,5.34540528,2021-08-16 21:48:07+00:00
66,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T21:54:02.000Z,46118.269816816144,33380314119.389977,0.31349483,-1.72152233,0.75347006,45.32068537,22.02207259,7.21955061,2021-08-16 21:54:02+00:00
67,Litecoin,LTC,litecoin,714,1,14,2021-08-16T21:54:02.000Z,180.6377083366602,2517161847.762309,0.78007705,-1.67637754,8.72250291,49.02404034,9.44469939,-39.12114765,2021-08-16 21:54:02+00:00
68,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T21:54:03.000Z,0.32521567942042,7807279268.4017935,0.3131458,-1.3507788,28.69520143,73.38472598,6.22338072,-31.55297549,2021-08-16 21:54:03+00:00
69,Monero,XMR,monero,161,1,29,2021-08-16T21:54:04.000Z,273.3312719968554,237008183.57131976,0.68101968,1.38421795,2.68187064,38.376114,-0.11022872,-19.49418117,2021-08-16 21:54:04+00:00
70,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T21:54:02.000Z,3185.139191099312,23823058841.500736,0.87879528,-2.57381452,2.835331,67.0103128,35.7090702,-6.48154648,2021-08-16 21:54:02+00:00
71,Cardano,ADA,cardano,289,1,4,2021-08-16T21:53:08.000Z,2.10390757613956,4608436364.934503,1.08869408,-3.21355449,43.42648759,77.68724173,43.08605267,4.89849282,2021-08-16 21:53:08+00:00
72,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T21:59:02.000Z,46072.32018502014,33373169942.258087,0.02142031,-1.70559033,0.75979959,45.20517339,22.00768742,7.18834148,2021-08-16 21:59:02+00:00
73,Litecoin,LTC,litecoin,714,1,14,2021-08-16T21:59:02.000Z,180.3131370700861,2514876183.0884,0.50502029,-1.65565995,8.65812321,48.58264006,9.26476701,-39.08106444,2021-08-16 21:59:02+00:00
74,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T21:59:03.000Z,0.32410066798013,7780967492.824357,-0.18220122,-1.37222915,28.53082543,73.09401592,5.93803233,-31.84560613,2021-08-16 21:59:03+00:00
75,Monero,XMR,monero,161,1,29,2021-08-16T21:59:04.000Z,272.5758952589827,237035417.9951811,0.37265513,1.27664772,2.50254616,37.4813458,-0.38991423,-19.72869839,2021-08-16 21:59:04+00:00
76,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T21:59:02.000Z,3176.0746427158,23820733495.887604,0.2544747,-2.71086464,2.56381035,66.40556478,35.24260625,-6.62490632,2021-08-16 21:59:02+00:00
77,Cardano,ADA,cardano,289,1,4,2021-08-16T21:58:08.000Z,2.09860135339844,4604806762.691634,0.10304433,-3.5048151,43.13258864,77.24061716,42.72399933,4.68914132,2021-08-16 21:58:08+00:00
78,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T22:04:02.000Z,46121.77432933256,33312058527.23656,0.17120827,-1.84029625,0.61635002,45.55062606,22.24863303,7.28865435,2021-08-16 22:04:02+00:00
79,Litecoin,LTC,litecoin,714,1,14,2021-08-16T22:04:02.000Z,180.3550938603425,2507883941.518221,0.21145653,-1.86481365,9.00782526,48.93437723,9.24082518,-38.84605046,2021-08-16 22:04:02+00:00
80,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T22:04:03.000Z,0.32514553330174,7706862786.169264,0.49680564,-2.41508756,27.73881959,74.67004763,6.31290296,-31.82206195,2021-08-16 22:04:03+00:00
81,Monero,XMR,monero,161,1,29,2021-08-16T22:04:04.000Z,272.1292274656863,236974404.88435587,0.23713045,0.87564556,2.07312899,37.40917606,-0.52311964,-19.93921654,2021-08-16 22:04:04+00:00
82,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T22:04:02.000Z,3183.0496315096007,23755794077.34954,0.65299961,-2.72783336,2.55858425,67.09523904,35.80507928,-6.58629879,2021-08-16 22:04:02+00:00
83,Cardano,ADA,cardano,289,1,4,2021-08-16T22:03:10.000Z,2.09155257551199,4587021874.905041,-0.23465998,-4.05591855,42.25636429,77.13297075,42.2310862,4.00362951,2021-08-16 22:03:10+00:00
84,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T22:09:02.000Z,46223.29466415955,33343414221.48724,0.51561513,-1.85360316,1.03734266,46.04826423,22.66872031,7.81085202,2021-08-16 22:09:02+00:00
85,Litecoin,LTC,litecoin,714,1,14,2021-08-16T22:09:02.000Z,180.94642609571244,2515384729.518135,0.78594129,-1.74226323,9.27953784,49.5701607,9.79646441,-38.56089568,2021-08-16 22:09:02+00:00
86,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T22:09:03.000Z,0.32556447545171,7632070711.667194,1.15706054,-3.24139583,28.95548952,74.92418483,6.68294875,-31.29134636,2021-08-16 22:09:03+00:00
87,Monero,XMR,monero,161,1,29,2021-08-16T22:09:04.000Z,271.8977242127159,237748681.29986897,0.37128002,0.60260986,2.09214804,37.61090617,-0.24987531,-19.73039581,2021-08-16 22:09:04+00:00
88,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T22:09:02.000Z,3186.7114683876825,23801117632.7146,0.87710487,-2.71145728,2.94993275,67.68677495,36.18636045,-5.91842132,2021-08-16 22:09:02+00:00
89,Cardano,ADA,cardano,289,1,4,2021-08-16T22:08:07.000Z,2.1075552053023,4599161118.236864,0.43974078,-3.39175,43.54490949,78.4582425,43.65104264,5.43130732,2021-08-16 22:08:07+00:00
90,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T22:14:02.000Z,46229.89616734247,33295178078.68612,0.4338121,-1.67507897,1.02675611,45.93780424,22.75522078,7.38004468,2021-08-16 22:14:02+00:00
91,Litecoin,LTC,litecoin,714,1,14,2021-08-16T22:14:02.000Z,181.1496463330081,2516750817.8933587,0.94539947,-1.68990898,9.25888057,49.65186472,9.97056786,-38.704234,2021-08-16 22:14:02+00:00
92,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T22:14:03.000Z,0.32602287571985,7553371001.184413,1.16890085,-3.35796349,29.24367164,73.76492628,6.83280561,-31.46175168,2021-08-16 22:14:03+00:00
93,Monero,XMR,monero,161,1,29,2021-08-16T22:14:04.000Z,272.1760888279709,238359505.9463196,0.48053669,0.75948623,2.0046128,37.46155072,-0.16249252,-20.03516518,2021-08-16 22:14:04+00:00
94,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T22:14:02.000Z,3191.679022040113,23794101478.64096,1.00284958,-2.51667558,3.01449413,67.81655133,36.48048186,-6.34880805,2021-08-16 22:14:02+00:00
95,Cardano,ADA,cardano,289,1,4,2021-08-16T22:13:08.000Z,2.10536543567599,4595748585.131075,0.16206193,-3.46328534,43.38379092,78.42174361,43.67553111,4.6552396,2021-08-16 22:13:08+00:00
96,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T22:19:02.000Z,46309.35936669776,33308994823.834843,0.77520095,-1.69629691,0.98661712,46.171133,22.4705612,7.50158037,2021-08-16 22:19:02+00:00
97,Litecoin,LTC,litecoin,714,1,14,2021-08-16T22:19:02.000Z,181.6954320436492,2522157955.8081865,1.43391643,-1.51606049,9.0132825,50.10321936,9.86771796,-38.69101627,2021-08-16 22:19:02+00:00
98,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T22:19:03.000Z,0.32697744747693,7446709470.590463,2.07103823,-4.56433811,29.25056424,73.60864984,6.85375711,-31.36349309,2021-08-16 22:19:03+00:00
99,Monero,XMR,monero,161,1,29,2021-08-16T22:19:04.000Z,272.7536247409729,238451407.47608635,0.7853481,0.87823548,1.88800829,37.72130186,-0.35790431,-20.04685736,2021-08-16 22:19:04+00:00
100,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T22:19:02.000Z,3199.9168886968323,23793163878.041927,1.41531121,-2.54138034,3.02910678,68.10922941,36.32919336,-6.03967313,2021-08-16 22:19:02+00:00
101,Cardano,ADA,cardano,289,1,4,2021-08-16T22:18:07.000Z,2.11427646909842,4602642863.689718,1.45203404,-2.95535981,43.70697778,79.15243999,44.01526063,5.1898685,2021-08-16 22:18:07+00:00
102,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T22:24:02.000Z,46258.68442436113,33256797884.50861,0.64057702,-1.84051014,0.84960744,45.87144971,22.49141317,7.20624401,2021-08-16 22:24:02+00:00
103,Litecoin,LTC,litecoin,714,1,14,2021-08-16T22:24:02.000Z,181.4657927615588,2519494069.2081985,1.22970254,-1.76910823,8.66619751,49.90177478,9.86289287,-38.72817625,2021-08-16 22:24:02+00:00
104,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T22:24:03.000Z,0.32654084612428,7315005381.030961,2.00818021,-5.31056476,28.66199185,74.23282059,6.99684077,-31.74498251,2021-08-16 22:24:03+00:00
105,Monero,XMR,monero,161,1,29,2021-08-16T22:24:04.000Z,272.5073693338469,237919698.07570416,0.87043122,0.71072205,1.57936475,37.36147185,-0.01493413,-20.4399646,2021-08-16 22:24:04+00:00
106,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T22:24:02.000Z,3192.873984149009,23734319468.64748,0.92658327,-2.90396099,2.68744548,67.59490321,36.43441288,-6.48387304,2021-08-16 22:24:02+00:00
107,Cardano,ADA,cardano,289,1,4,2021-08-16T22:23:08.000Z,2.10893568138308,4590615376.748734,1.17376292,-3.09507483,43.30389281,78.55780161,43.9562668,4.38113769,2021-08-16 22:23:08+00:00
108,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T22:29:02.000Z,46193.80077827206,33167750395.93371,0.4332453,-1.98687506,0.91875762,45.90425531,22.20747345,7.02628785,2021-08-16 22:29:02+00:00
109,Litecoin,LTC,litecoin,714,1,14,2021-08-16T22:29:02.000Z,181.3614846224199,2513889335.535641,1.25419257,-1.76828633,8.97372581,50.47031919,9.63444088,-38.70047685,2021-08-16 22:29:02+00:00
110,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T22:29:03.000Z,0.32579013530927,7207280601.019717,1.71340066,-4.58324086,28.84329675,75.30758362,6.72996769,-31.9550426,2021-08-16 22:29:03+00:00
111,Monero,XMR,monero,161,1,29,2021-08-16T22:29:04.000Z,272.60296554582635,237550463.6651216,0.66738147,0.53344341,1.6986808,37.95369841,-0.20410841,-20.52560182,2021-08-16 22:29:04+00:00
112,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T22:29:02.000Z,3191.061515843211,23725797122.282227,0.84965718,-2.99898066,2.7770608,68.03897117,35.91938308,-6.43746468,2021-08-16 22:29:02+00:00
113,Cardano,ADA,cardano,289,1,4,2021-08-16T22:28:07.000Z,2.1071360100109,4576995792.91266,1.17422384,-3.19845268,43.39575012,78.65045187,43.44111491,4.35483387,2021-08-16 22:28:07+00:00
114,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T22:34:02.000Z,46147.66903384434,33123264085.09485,-0.06266923,-2.14558024,0.52763558,45.7507403,22.24786155,6.71163713,2021-08-16 22:34:02+00:00
115,Litecoin,LTC,litecoin,714,1,14,2021-08-16T22:34:02.000Z,180.92697752906773,2510982664.5267763,0.35294544,-1.98633709,8.22625914,50.07628115,9.63184678,-38.85273481,2021-08-16 22:34:02+00:00
116,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T22:34:03.000Z,0.32420081684511,7087761821.182338,0.08471013,-4.60768473,27.56605773,73.45358754,6.47961694,-32.52050789,2021-08-16 22:34:03+00:00
117,Monero,XMR,monero,161,1,29,2021-08-16T22:34:04.000Z,272.1173326561971,236897298.3925447,-0.12483921,0.31932432,1.19051614,37.44474841,-0.16597031,-20.77886938,2021-08-16 22:34:04+00:00
118,Ethereum,ETH,ethereum,5590,1,2,2021-08-16T22:34:02.000Z,3184.569669875831,23698583097.018764,0.07207823,-3.33359853,2.12227337,67.60588641,35.98742425,-6.90970602,2021-08-16 22:34:02+00:00
119,Cardano,ADA,cardano,289,1,4,2021-08-16T22:33:10.000Z,2.1037354348295,4573907125.729079,0.20690079,-3.08585821,42.7621586,78.56054156,43.38163013,3.82808931,2021-08-16 22:33:10+00:00
120,Bitcoin,BTC,bitcoin,8910,1,1,2021-08-16T22:39:02.000Z,46167.80579952012,33092564285.1294,-0.08288986,-2.07351317,0.48666999,45.87039313,22.5598694,6.79516609,2021-08-16 22:39:02+00:00
121,Litecoin,LTC,litecoin,714,1,14,2021-08-16T22:39:02.000Z,181.06882977590635,2512739785.478596,0.10723485,-2.00979695,8.44379609,50.28512274,9.82164424,-39.20465942,2021-08-16 22:39:02+00:00
122,Dogecoin,DOGE,dogecoin,383,1,7,2021-08-16T22:39:03.000Z,0.32402901966708,7038296528.141192,-0.20957019,-4.39646941,27.28624036,73.74766026,6.63823868,-32.70172706,2021-08-16 22:39:03+00:00
