,name,symbol,slug,num_market_pairs,is_active,cmc_rank,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.last_updated
10,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:24:02.000Z,3240.2483407475743,25143640315.92112,0.27831204,4.14131086,16.35666672,63.71388924,27.60269489,-17.14461094,2021-08-13 13:24:02+00:00
11,Cardano,ADA,cardano,286,1,4,2021-08-13T13:23:08.000Z,2.03922411151191,6600438676.650684,-0.04637454,15.55246536,47.97939302,61.49468583,31.50795964,-9.70354071,2021-08-13 13:23:08+00:00
12,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:29:02.000Z,46551.847265003234,30179229322.38319,0.3438868,4.08622395,13.63714439,42.26473008,14.8599325,-5.18773927,2021-08-13 13:29:02+00:00
13,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:29:02.000Z,180.91188973350552,2193949569.7694206,-0.42630825,7.88446031,24.15263247,39.16208835,5.49148839,-42.19279397,2021-08-13 13:29:02+00:00
14,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:29:03.000Z,0.2787002850397,3811701511.0653577,0.21528043,3.27764838,38.65569261,39.99951701,-15.66274211,-47.50689344,2021-08-13 13:29:03+00:00
15,Monero,XMR,monero,161,1,29,2021-08-13T13:29:04.000Z,269.7285943115725,227819442.31583527,0.72834739,2.71132126,1.54970031,33.27202186,1.67938806,-36.18222981,2021-08-13 13:29:04+00:00
16,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:29:02.000Z,3235.264278382367,25133171062.6152,0.03409321,3.83411162,16.33518826,63.20575157,27.5135305,-17.28388926,2021-08-13 13:29:02+00:00
17,Cardano,ADA,cardano,286,1,4,2021-08-13T13:28:08.000Z,2.03402807870965,6577440412.174689,-0.63962724,14.92112604,47.45679824,60.27317127,30.80709409,-10.2249171,2021-08-13 13:28:08+00:00
18,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:34:02.000Z,46496.676024303546,30177663130.23777,0.34397272,4.10298956,13.66033521,41.95830383,14.78510921,-4.86710066,2021-08-13 13:34:02+00:00
19,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:34:02.000Z,180.6384688502844,2194163846.39077,-0.18379641,8.0184944,23.96368098,38.69355418,5.30043078,-41.80326311,2021-08-13 13:34:02+00:00
20,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:34:03.000Z,0.27869669016026,3816866997.689849,0.53194549,3.74422861,38.68690748,38.88322429,-15.69937477,-47.08800442,2021-08-13 13:34:03+00:00
21,Monero,XMR,monero,161,1,29,2021-08-13T13:34:04.000Z,269.0485108588263,225520825.5947325,0.62951851,2.73364377,1.28158828,32.31998008,1.0448823,-35.67785027,2021-08-13 13:34:04+00:00
22,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:34:02.000Z,3235.6740118914618,25122735006.5246,0.25287335,4.09996473,16.50933282,62.67321088,27.3719858,-16.80855503,2021-08-13 13:34:02+00:00
23,Cardano,ADA,cardano,286,1,4,2021-08-13T13:33:08.000Z,2.03037191686359,6577667966.041936,-0.76404679,14.62059483,47.34059573,58.8938998,30.25937838,-9.82146853,2021-08-13 13:33:08+00:00
24,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:39:02.000Z,46505.6900079017,30180986020.6733,0.10177843,4.29023609,13.62611491,42.15355377,14.05748589,-5.15021686,2021-08-13 13:39:02+00:00
25,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:39:02.000Z,180.40122024230564,2192751946.256397,-0.82989639,8.01383843,23.81832204,38.1903733,4.45919511,-42.25421541,2021-08-13 13:39:02+00:00
26,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:39:03.000Z,0.27840358260847,3814621987.628864,0.0279944,3.96467528,38.72806308,38.05207045,-15.90880515,-47.18993189,2021-08-13 13:39:03+00:00
27,Monero,XMR,monero,161,1,29,2021-08-13T13:39:04.000Z,268.5550363609668,224492249.27056816,0.22034636,2.5352974,1.17990662,32.03991128,0.06094493,-36.18423064,2021-08-13 13:39:04+00:00
28,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:39:02.000Z,3229.4662056655943,25109165966.99594,-0.22570882,3.99178537,16.13487552,62.34551997,26.11881554,-17.18283136,2021-08-13 13:39:02+00:00
29,Cardano,ADA,cardano,286,1,4,2021-08-13T13:38:07.000Z,2.02455575302277,6590270756.13096,-1.37504248,14.47167923,47.03886815,58.87891552,28.88615125,-10.12908825,2021-08-13 13:38:07+00:00
30,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:44:02.000Z,46432.83050259241,30119694518.134468,-0.26827678,3.94368694,13.52387905,41.80150597,14.08102242,-5.74646905,2021-08-13 13:44:02+00:00
31,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:44:02.000Z,179.9593504405795,2189841395.0522103,-1.40187622,7.28356282,23.42906662,37.56204948,3.68325451,-42.6499504,2021-08-13 13:44:02+00:00
32,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:44:03.000Z,0.27741473688328,3809523604.209344,-0.60986984,3.23988355,38.19162569,37.27517763,-16.4177336,-47.57162297,2021-08-13 13:44:03+00:00
33,Monero,XMR,monero,161,1,29,2021-08-13T13:44:04.000Z,267.85276524469407,224077263.2145686,-0.37103964,2.06646954,1.03062773,31.69270447,-0.24178609,-36.39311456,2021-08-13 13:44:04+00:00
34,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:44:02.000Z,3225.9258584738054,25121683360.26217,-0.43270209,3.64188451,16.0992998,62.03483228,25.75003953,-17.51909946,2021-08-13 13:44:02+00:00
35,Cardano,ADA,cardano,286,1,4,2021-08-13T13:43:07.000Z,2.02086957120876,6591523074.076488,-1.56247082,14.0206924,46.62021189,58.48687935,28.27356164,-10.95083047,2021-08-13 13:43:07+00:00
36,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:46:02.000Z,46504.23147650527,30111307744.67176,-0.1955195,4.17727451,13.73570942,42.07780606,14.33436321,-5.70376239,2021-08-13 13:46:02+00:00
37,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:46:02.000Z,180.3010207019236,2188714102.201765,-1.21280327,7.62203536,23.73957002,37.54789648,3.92613345,-42.51926799,2021-08-13 13:46:02+00:00
38,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:46:03.000Z,0.27833982718964,3812930486.414941,-0.13985679,3.75669641,38.68060629,37.80355616,-16.09748423,-47.41200678,2021-08-13 13:46:03+00:00
39,Monero,XMR,monero,161,1,29,2021-08-13T13:46:04.000Z,268.3922745511225,224202008.64085296,-0.33332497,2.39625742,1.1190904,31.92964386,0.1846266,-36.24189617,2021-08-13 13:46:04+00:00
40,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:46:02.000Z,3231.75216996294,25128320767.02453,-0.34648074,3.93762212,16.26189129,62.26411818,26.12887475,-17.40446468,2021-08-13 13:46:02+00:00
41,Cardano,ADA,cardano,286,1,4,2021-08-13T13:45:07.000Z,2.02008943421066,6592997538.906014,-1.75583537,13.93579504,46.57734447,58.20003011,27.71634335,-11.22187523,2021-08-13 13:45:07+00:00
42,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:50:02.000Z,46552.45779841467,30138802847.36218,-0.11210597,4.35503986,13.97724272,42.1770804,14.49043144,-5.23842279,2021-08-13 13:50:02+00:00
43,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:50:02.000Z,180.6039633457284,2188646455.3734508,-0.89717186,7.80955561,24.05591009,37.73256277,4.04154431,-42.27471538,2021-08-13 13:50:02+00:00
44,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:50:03.000Z,0.27871704907225,3815755667.048752,-0.35450635,3.96909423,39.16597364,38.1742195,-15.80248418,-47.00295156,2021-08-13 13:50:03+00:00
45,Monero,XMR,monero,161,1,29,2021-08-13T13:50:04.000Z,268.77271181871043,224275239.5555921,-0.41660034,2.58349389,1.53888673,32.07155254,0.33005889,-35.75590413,2021-08-13 13:50:04+00:00
46,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:50:02.000Z,3235.561758398326,25164538288.422943,-0.16911432,4.13721879,16.54736159,62.21753447,26.13430815,-16.92990735,2021-08-13 13:50:02+00:00
47,Cardano,ADA,cardano,286,1,4,2021-08-13T13:49:07.000Z,2.03463048986757,6627663491.745146,-0.67180832,15.10409931,47.83466274,59.08858403,29.17019437,-10.94816955,2021-08-13 13:49:07+00:00
48,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:59:02.000Z,46552.52212164627,30226987771.44221,0.12843611,4.56789606,13.86857408,41.84725982,14.99555076,-4.98056447,2021-08-13 13:59:02+00:00
49,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:59:02.000Z,180.21306069693424,2191629718.057064,-0.61694596,7.86062198,23.808959,37.17152563,4.37105356,-42.22898555,2021-08-13 13:59:02+00:00
50,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:59:03.000Z,0.27886656498125,3826806702.5857286,0.3880629,4.74141407,39.28525901,37.23486816,-15.15136106,-46.72637568,2021-08-13 13:59:03+00:00
51,Monero,XMR,monero,161,1,29,2021-08-13T13:59:04.000Z,268.1889723624224,224154811.24628896,-0.50207246,2.71319291,1.43577027,31.5563247,0.60626972,-35.69518027,2021-08-13 13:59:04+00:00
52,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:59:02.000Z,3234.2363862574102,25152407839.11017,0.01048221,4.23489347,16.49312833,61.15361726,26.61523316,-16.76240738,2021-08-13 13:59:02+00:00
53,Cardano,ADA,cardano,286,1,4,2021-08-13T13:58:07.000Z,2.02811052065714,6593317639.304228,-1.07096037,14.80254897,47.30623571,58.56475613,29.35658865,-13.30523606,2021-08-13 13:58:07+00:00
54,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:59:02.000Z,46552.52212164627,30226987771.44221,0.12843611,4.56789606,13.86857408,41.84725982,14.99555076,-4.98056447,2021-08-13 13:59:02+00:00
55,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:59:02.000Z,180.21306069693424,2191629718.057064,-0.61694596,7.86062198,23.808959,37.17152563,4.37105356,-42.22898555,2021-08-13 13:59:02+00:00
56,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:59:03.000Z,0.27886656498125,3826806702.5857286,0.3880629,4.74141407,39.28525901,37.23486816,-15.15136106,-46.72637568,2021-08-13 13:59:03+00:00
57,Monero,XMR,monero,161,1,29,2021-08-13T13:59:04.000Z,268.1889723624224,224154811.24628896,-0.50207246,2.71319291,1.43577027,31.5563247,0.60626972,-35.69518027,2021-08-13 13:59:04+00:00
58,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:59:02.000Z,3234.2363862574102,25152407839.11017,0.01048221,4.23489347,16.49312833,61.15361726,26.61523316,-16.76240738,2021-08-13 13:59:02+00:00
59,Cardano,ADA,cardano,286,1,4,2021-08-13T13:58:07.000Z,2.02811052065714,6593317639.304228,-1.07096037,14.80254897,47.30623571,58.56475613,29.35658865,-13.30523606,2021-08-13 13:58:07+00:00
60,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:59:02.000Z,46552.52212164627,30226987771.44221,0.12843611,4.56789606,13.86857408,41.84725982,14.99555076,-4.98056447,2021-08-13 13:59:02+00:00
61,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:59:02.000Z,180.21306069693424,2191629718.057064,-0.61694596,7.86062198,23.808959,37.17152563,4.37105356,-42.22898555,2021-08-13 13:59:02+00:00
62,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:59:03.000Z,0.27886656498125,3826806702.5857286,0.3880629,4.74141407,39.28525901,37.23486816,-15.15136106,-46.72637568,2021-08-13 13:59:03+00:00
63,Monero,XMR,monero,161,1,29,2021-08-13T13:59:04.000Z,268.1889723624224,224154811.24628896,-0.50207246,2.71319291,1.43577027,31.5563247,0.60626972,-35.69518027,2021-08-13 13:59:04+00:00
64,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:59:02.000Z,3234.2363862574102,25152407839.11017,0.01048221,4.23489347,16.49312833,61.15361726,26.61523316,-16.76240738,2021-08-13 13:59:02+00:00
65,Cardano,ADA,cardano,286,1,4,2021-08-13T13:58:07.000Z,2.02811052065714,6593317639.304228,-1.07096037,14.80254897,47.30623571,58.56475613,29.35658865,-13.30523606,2021-08-13 13:58:07+00:00
66,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:59:02.000Z,46552.52212164627,30226987771.44221,0.12843611,4.56789606,13.86857408,41.84725982,14.99555076,-4.98056447,2021-08-13 13:59:02+00:00
67,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:59:02.000Z,180.21306069693424,2191629718.057064,-0.61694596,7.86062198,23.808959,37.17152563,4.37105356,-42.22898555,2021-08-13 13:59:02+00:00
68,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:59:03.000Z,0.27886656498125,3826806702.5857286,0.3880629,4.74141407,39.28525901,37.23486816,-15.15136106,-46.72637568,2021-08-13 13:59:03+00:00
69,Monero,XMR,monero,161,1,29,2021-08-13T13:59:04.000Z,268.1889723624224,224154811.24628896,-0.50207246,2.71319291,1.43577027,31.5563247,0.60626972,-35.69518027,2021-08-13 13:59:04+00:00
70,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:59:02.000Z,3234.2363862574102,25152407839.11017,0.01048221,4.23489347,16.49312833,61.15361726,26.61523316,-16.76240738,2021-08-13 13:59:02+00:00
71,Cardano,ADA,cardano,286,1,4,2021-08-13T13:58:07.000Z,2.02811052065714,6593317639.304228,-1.07096037,14.80254897,47.30623571,58.56475613,29.35658865,-13.30523606,2021-08-13 13:58:07+00:00
72,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:59:02.000Z,46552.52212164627,30226987771.44221,0.12843611,4.56789606,13.86857408,41.84725982,14.99555076,-4.98056447,2021-08-13 13:59:02+00:00
73,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:59:02.000Z,180.21306069693424,2191629718.057064,-0.61694596,7.86062198,23.808959,37.17152563,4.37105356,-42.22898555,2021-08-13 13:59:02+00:00
74,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:59:03.000Z,0.27886656498125,3826806702.5857286,0.3880629,4.74141407,39.28525901,37.23486816,-15.15136106,-46.72637568,2021-08-13 13:59:03+00:00
75,Monero,XMR,monero,161,1,29,2021-08-13T13:59:04.000Z,268.1889723624224,224154811.24628896,-0.50207246,2.71319291,1.43577027,31.5563247,0.60626972,-35.69518027,2021-08-13 13:59:04+00:00
76,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:59:02.000Z,3234.2363862574102,25152407839.11017,0.01048221,4.23489347,16.49312833,61.15361726,26.61523316,-16.76240738,2021-08-13 13:59:02+00:00
77,Cardano,ADA,cardano,286,1,4,2021-08-13T13:58:07.000Z,2.02811052065714,6593317639.304228,-1.07096037,14.80254897,47.30623571,58.56475613,29.35658865,-13.30523606,2021-08-13 13:58:07+00:00
78,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T13:59:02.000Z,46552.52212164627,30226987771.44221,0.12843611,4.56789606,13.86857408,41.84725982,14.99555076,-4.98056447,2021-08-13 13:59:02+00:00
79,Litecoin,LTC,litecoin,710,1,12,2021-08-13T13:59:02.000Z,180.21306069693424,2191629718.057064,-0.61694596,7.86062198,23.808959,37.17152563,4.37105356,-42.22898555,2021-08-13 13:59:02+00:00
80,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T13:59:03.000Z,0.27886656498125,3826806702.5857286,0.3880629,4.74141407,39.28525901,37.23486816,-15.15136106,-46.72637568,2021-08-13 13:59:03+00:00
81,Monero,XMR,monero,161,1,29,2021-08-13T13:59:04.000Z,268.1889723624224,224154811.24628896,-0.50207246,2.71319291,1.43577027,31.5563247,0.60626972,-35.69518027,2021-08-13 13:59:04+00:00
82,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T13:59:02.000Z,3234.2363862574102,25152407839.11017,0.01048221,4.23489347,16.49312833,61.15361726,26.61523316,-16.76240738,2021-08-13 13:59:02+00:00
83,Cardano,ADA,cardano,286,1,4,2021-08-13T13:58:07.000Z,2.02811052065714,6593317639.304228,-1.07096037,14.80254897,47.30623571,58.56475613,29.35658865,-13.30523606,2021-08-13 13:58:07+00:00
84,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T14:29:02.000Z,46451.37127813221,29842025586.69171,-0.21583673,5.1773054,14.07744818,41.73350573,13.3746273,-5.03707563,2021-08-13 14:29:02+00:00
85,Litecoin,LTC,litecoin,710,1,12,2021-08-13T14:29:02.000Z,180.179477624234,2168896532.3163533,-0.40484465,10.1971502,24.4371655,37.16387133,3.95284658,-41.69822143,2021-08-13 14:29:02+00:00
86,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T14:29:03.000Z,0.2770847093548,3673540249.69254,-0.57968211,7.11770348,38.34478295,37.28490114,-16.24207718,-45.99752981,2021-08-13 14:29:03+00:00
87,Monero,XMR,monero,161,1,29,2021-08-13T14:29:04.000Z,267.3826749596413,218695170.3673544,-0.86973328,3.70203165,1.60225044,31.75470598,-0.20650153,-35.44317083,2021-08-13 14:29:04+00:00
88,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T14:29:02.000Z,3225.7067961507564,24750524362.385338,-0.29541581,5.55240387,16.34517611,61.48521503,25.26357074,-16.10053687,2021-08-13 14:29:02+00:00
89,Cardano,ADA,cardano,286,1,4,2021-08-13T14:28:07.000Z,2.02672091433506,6579241265.917463,-0.35924599,17.01196524,47.93802257,58.46282567,28.81084909,-12.98519091,2021-08-13 14:28:07+00:00
90,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T14:34:02.000Z,46311.32095845966,29794745947.750683,-0.39864154,4.58026256,13.68656384,41.09154195,13.25298158,-5.58248804,2021-08-13 14:34:02+00:00
91,Litecoin,LTC,litecoin,710,1,12,2021-08-13T14:34:02.000Z,178.72409022772612,2153589393.658545,-1.05978457,9.12592969,23.40570484,36.08740559,3.11155492,-42.39067172,2021-08-13 14:34:02+00:00
92,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T14:34:03.000Z,0.27445313612771,3648561604.7572064,-1.52264242,5.8021343,36.46963207,35.76684483,-17.1757779,-46.64590316,2021-08-13 14:34:03+00:00
93,Monero,XMR,monero,161,1,29,2021-08-13T14:34:04.000Z,265.66748985477926,218320122.716933,-1.25665851,2.88382224,0.80376461,30.76084895,-1.00055,-35.96935878,2021-08-13 14:34:04+00:00
94,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T14:34:02.000Z,3211.5608646546166,24601849889.5505,-0.74522795,4.89987648,15.85257609,60.11051333,24.76970711,-16.68084331,2021-08-13 14:34:02+00:00
95,Cardano,ADA,cardano,286,1,4,2021-08-13T14:33:07.000Z,2.01157392207203,6558856529.908608,-0.92583997,16.20949205,46.95549581,57.32071953,27.65262759,-11.61750258,2021-08-13 14:33:07+00:00
96,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T14:39:02.000Z,46329.89885703658,29797572657.07657,-0.37799923,4.51289836,13.51719152,40.9692649,13.48946423,-5.78320742,2021-08-13 14:39:02+00:00
97,Litecoin,LTC,litecoin,710,1,13,2021-08-13T14:39:02.000Z,178.6913400746882,2153096890.951207,-0.94782073,8.99298134,23.31136074,36.27315096,3.19730225,-42.6778459,2021-08-13 14:39:02+00:00
98,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T14:39:03.000Z,0.27409561076368,3650272659.4563727,-1.54738377,5.52425228,36.21421261,35.27907014,-17.21533303,-46.65468618,2021-08-13 14:39:03+00:00
99,Monero,XMR,monero,161,1,29,2021-08-13T14:39:04.000Z,265.58681250422467,217645472.49731773,-1.10525719,3.1456,0.74720076,30.93714079,-0.7787217,-36.24793506,2021-08-13 14:39:04+00:00
100,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T14:39:02.000Z,3207.4922372472697,24603516719.626343,-0.68042107,4.70276746,15.45111709,59.90096277,24.81617652,-17.07135749,2021-08-13 14:39:02+00:00
101,Cardano,ADA,cardano,286,1,4,2021-08-13T14:38:07.000Z,1.99231303528857,6603706322.113773,-1.59258236,14.42989139,45.23383605,55.47115521,26.33618379,-13.41231678,2021-08-13 14:38:07+00:00
102,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T14:44:02.000Z,46447.19589258867,29830716558.06853,0.030938,4.98013379,13.76582693,41.55261928,13.81578701,-5.67402545,2021-08-13 14:44:02+00:00
103,Litecoin,LTC,litecoin,710,1,13,2021-08-13T14:44:02.000Z,178.9231443647654,2151888915.84326,-0.57580008,9.52679438,23.46294966,36.59200675,3.30227072,-43.36799543,2021-08-13 14:44:02+00:00
104,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T14:44:03.000Z,0.27555777095057,3660126268.4473,-0.66938258,6.35586185,37.03800942,35.93706003,-16.583075,-46.53165456,2021-08-13 14:44:03+00:00
105,Monero,XMR,monero,161,1,29,2021-08-13T14:44:04.000Z,266.2286536933561,217629926.2860701,-0.60634489,3.64114667,1.09567335,31.36024558,-0.51366131,-36.39365072,2021-08-13 14:44:04+00:00
106,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T14:44:02.000Z,3213.050544075567,24645298214.416912,-0.39911997,5.15256011,15.5453651,60.27889726,25.16234337,-17.14488757,2021-08-13 14:44:02+00:00
107,Cardano,ADA,cardano,286,1,4,2021-08-13T14:43:07.000Z,2.0010992919121,6625250287.998536,-0.97830556,15.67671425,46.06018085,56.05036821,27.0237234,-12.84340138,2021-08-13 14:43:07+00:00
108,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T14:49:02.000Z,46508.0474548213,29844052473.926613,-0.14246875,5.25878947,13.79603456,41.69437882,13.77759434,-5.93499547,2021-08-13 14:49:02+00:00
109,Litecoin,LTC,litecoin,710,1,13,2021-08-13T14:49:02.000Z,179.59068210365373,2164301275.23402,-0.65664425,10.2941745,23.79815851,36.98126604,3.47931453,-43.54938722,2021-08-13 14:49:02+00:00
110,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T14:49:03.000Z,0.27702931810045,3662850708.6062384,-0.62343281,7.08624961,37.73191763,36.74589123,-16.3257142,-46.82720804,2021-08-13 14:49:03+00:00
111,Monero,XMR,monero,161,1,29,2021-08-13T14:49:04.000Z,267.6193024523199,217914970.17399907,-0.50478262,4.01672612,1.67645213,31.95528064,-0.29248813,-36.38294773,2021-08-13 14:49:04+00:00
112,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T14:49:02.000Z,3222.2793649434025,24657334037.88813,-0.42293259,5.6533477,15.67662833,60.59276822,25.31306025,-17.6145552,2021-08-13 14:49:02+00:00
113,Cardano,ADA,cardano,286,1,4,2021-08-13T14:48:07.000Z,2.00647298838033,6636436457.974765,-1.24654044,16.56206139,46.29217491,56.41819674,26.79306451,-12.70255749,2021-08-13 14:48:07+00:00
114,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T14:54:02.000Z,46470.67868779971,29814895063.514008,-0.27172666,5.11837219,14.03926695,41.50292277,13.92951675,-5.97244074,2021-08-13 14:54:02+00:00
115,Litecoin,LTC,litecoin,710,1,13,2021-08-13T14:54:02.000Z,179.0690855821985,2167432909.7297845,-0.87096621,10.00475205,23.59762126,36.48930157,2.34542796,-43.61492606,2021-08-13 14:54:02+00:00
116,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T14:54:03.000Z,0.27566214600251,3648755578.571017,-1.10604133,6.59258219,37.33751942,36.10039103,-16.51142917,-47.2565519,2021-08-13 14:54:03+00:00
117,Monero,XMR,monero,161,1,29,2021-08-13T14:54:04.000Z,266.96813399757826,218281758.6486468,-0.79291219,3.95987645,1.81983013,31.32022898,-0.23913837,-36.37587915,2021-08-13 14:54:04+00:00
118,Ethereum,ETH,ethereum,5609,1,2,2021-08-13T14:54:02.000Z,3216.0526645227555,24613006081.573112,-0.73375012,5.54315492,15.82770084,59.99140634,25.20022326,-17.6172257,2021-08-13 14:54:02+00:00
119,Cardano,ADA,cardano,286,1,4,2021-08-13T14:53:07.000Z,1.99914408316313,6613858976.393116,-1.91309966,16.8928043,45.76956695,55.86029693,26.39845983,-12.71573175,2021-08-13 14:53:07+00:00
120,Bitcoin,BTC,bitcoin,8939,1,1,2021-08-13T14:57:02.000Z,46490.803034942764,29771587277.383003,-0.21336468,5.42977819,14.00839381,41.56722183,14.09709898,-5.76479995,2021-08-13 14:57:02+00:00
121,Litecoin,LTC,litecoin,710,1,13,2021-08-13T14:57:02.000Z,179.4888323366976,2165159586.9714813,-0.561177,10.96368595,23.89742778,36.81608976,1.98864853,-43.45252415,2021-08-13 14:57:02+00:00
122,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-13T14:57:03.000Z,0.27596130626624,3627450550.575296,-1.29274094,7.77012867,37.54444914,36.26780076,-16.40186229,-47.02651729,2021-08-13 14:57:03+00:00
